board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Rossignol Jibsaw Heavy Duty,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-heavy-duty-2017-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,8-10,China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,['2017'],mens,b'ABln8DhZ3EE+Guu8ogb64OZKaCE='
Rossignol  Krypto,https://thegoodride.com/snowboard-reviews/rossignol-krypto-2012-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China or Taiwan,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Average,Average,Average,Poor,Average,"['2012', '2019']",mens,b'ceSqCf+7TGufHLidigcx7G2ARTA='
Rossignol One LF,https://thegoodride.com/snowboard-reviews/rossignol-one-lf-2010-2019-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -12.5mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Average,Great,"['2010', '2019']",mens,b'CIHPCf9KDd9v0XpVsXsv+mlf1CE='
Rossignol Retox,https://thegoodride.com/snowboard-reviews/rossignol-retox-2010-2019-snowboard-review,Liked it!,Freestyle,Advanced - Expert,8-10,Taiwan or China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Good,Great,Good,Great,Good,"['2010', '2019']",mens,b'MT4CrPUXv/7jqrVbHOEkUz/Z730='
Rossignol Templar,https://thegoodride.com/snowboard-reviews/rossignol-templar-2013-2019-snowboard-review,Liked it!,All Mountain,Beginner - Intermediate,"8-10, 10-12",Taiwan or China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Average,Good,Great,"['2013', '2019']",mens,b'1b62aPTVhHuZUJ6CPnxoww8ZfQ8='
Rossignol XV,https://thegoodride.com/snowboard-reviews/rossignol-xv-2014-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",Taiwan or China,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Average,Average,Poor,Average,"['2014', '2020']",mens,b'huzThybefTV44S7MHYcFB3mssX0='
Rossignol XV Sashimi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sashimi-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Great,Poor,Good,Average,Good,['2020'],mens,b'LbGn9FnNkMT0xi+6++a7GxoaOtU='
Rossignol XV Sushi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sushi-2018-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,"['2018', '2020']",mens,b'zcma5HAXPh0yut0Wk0MfpGe9vJ0='
Salomon Assassin,https://thegoodride.com/snowboard-reviews/salomon-assassin-2014-2019-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Good,Good,Great,Great,Good,Great,"['2014', '2019']",mens,b'sn7GRfATzHJXws7Iw5/Z2ScVbFU='
Salomon Assassin Pro,https://thegoodride.com/snowboard-reviews/salomon-assassin-pro-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"< 8, 8-10, 10-12",None,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Average,Great,Great,Average,Great,['2019'],mens,b'zUh8BINyZrwtJpcLzny5T20/cRg='
Salomon First Call,https://thegoodride.com/snowboard-reviews/salomon-first-call-2018-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Great,Good,Good,Average,Good,['2018'],mens,b'3+g7DcnW2yYPAFe1xzkUPyqxeFo='
Salomon HPS x Asmo,https://thegoodride.com/snowboard-reviews/salomon-hps-x-asmo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Average,Poor,Good,Poor,Poor,['2020'],mens,b'JaiZ2+WPbtvms0Uj2L/Rfz/LeUM='
Salomon Huck Knife,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-2017-snowboard-review,Pretty Good,Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Great,Great,Good,Great,['2017'],mens,b'hPaL1qqJuHVXVgH25JpBW79JFT4='
Salomon Huck Knife Pro,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-pro-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Poor,Great,Great,Good,Great,['2020'],mens,b'hIrs+Maiz9H5wkluzPrlsIxNOTY='
Salomon SickStick 151,https://thegoodride.com/snowboard-reviews/salomon-sickstick-151-2018-2019-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Good,Average,Good,Good,Average,Good,"['2018', '2019']",mens,b'9j4eqdl/NjQ9FwQ+FSrbso5WXDk='
Salomon SickStick,https://thegoodride.com/snowboard-reviews/salomon-sickstick-2010-2018-snowbard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Great,Great,Good,Good,Good,Good,Average,Average,"['2010', '2018']",mens,b'3J15tiHPXCfA5RgZVGZuLvH2eAY='
Salomon Speedway,https://thegoodride.com/snowboard-reviews/salomon-speedway-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Light,Good,Great,Great,Great,Average,Average,Good,Poor,Average,['2019'],mens,b'I/pmeiSbNS+nVtnEb05js8y5q0o='
Salomon Super 8,https://thegoodride.com/snowboard-reviews/salomon-super-8-2016-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -15mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,"['2016', '2019']",mens,b'TGVPB1+XRfwBjLeXc6eSlENngvQ='
Salomon Taka X Wolle,https://thegoodride.com/snowboard-reviews/salomon-taka-x-wolle-2019-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Average,Average,Good,Poor,Good,"['2019', '2020']",mens,b'c08xyY44qxilh7NsPUSv0lDxaxU='
Salomon Ultimate Ride,https://thegoodride.com/snowboard-reviews/salomon-ultimate-ride-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",China,Directional Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Average,Great,Great,Average,Great,['2017'],mens,b'ednR/a8MwvVQu7Vixm6xWueSZtA='
Salomon  Villain,https://thegoodride.com/snowboard-reviews/salomon-villain-2013-2018-snowboard-review,Liked it!,Freestyle,Advanced - Expert,"8-10, 10-12",None,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Average,Great,Great,Good,Great,"['2013', '2018']",mens,b'eSN8SuBwBToijfjMiMOKj4skHGU='
Signal Disruptor,https://thegoodride.com/snowboard-reviews/signal-disruptor-2017-2018-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Excellent,Great,Great,Good,Great,Excellent,Average,Excellent,"['2017', '2018']",mens,b'+9Sg5G0+fCur6Q6OABo5/5XUaqI='
Signal John Jackson Sierra,https://thegoodride.com/snowboard-reviews/signal-john-jackson-sierra-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA,Directional,Traditional Camber,Setback -10mm,Feels Light,Poor,Great,Great,Good,Great,Good,Good,Good,Great,[],mens,b'DaOzKps+6ERf9+/uGcystdN4g7g='
Signal Park,https://thegoodride.com/snowboard-reviews/signal-park-snowboard-review-and-buying-advice,Loved it!,Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Great,Great,Excellent,Good,[],mens,b'FTM5HpMf+PfUxjNoMOBMXih9wf8='
Signal Yup,https://thegoodride.com/snowboard-reviews/signal-yup-snowboard-review-and-buying-advice,Liked it!,Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,[],mens,b'1g8gM29+/CCHCCS4g2xWxcRiS3o='
Sims Blade,https://thegoodride.com/snowboard-reviews/sims-blade-2017-2018-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",USA by Never Summer,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Great,Excellent,Great,Good,Average,Good,Poor,Good,"['2017', '2018']",mens,b'zWF+ofqB0eHeY3RVTIWEBKJTLto='
Sims Dealers Choice,https://thegoodride.com/snowboard-reviews/sims-dealers-choice-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Good,Good,['2017'],mens,b'sgmMONa/eoanpq/v06XHmP7rUa4='
Sims Juice,https://thegoodride.com/snowboard-reviews/sims-juice-2017-snowboard-review,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Average,Good,Great,Good,Good,Good,['2017'],mens,b'WbfLVWw13yXNux3FblbctWvEPpU='
Sims Terry Kidwell RT2,https://thegoodride.com/snowboard-reviews/sims-terry-kidwell-rt2-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Mostly Camber,None,Feels Normal,Good,Great,Great,Great,Good,Good,Good,Average,Good,['2019'],mens,b'a4gi+jxLxJBd005S1UNbEFlN3+o='
Sims Tom Sims,https://thegoodride.com/snowboard-reviews/sims-tom-sims-2018-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,"['2018', '2019']",mens,b'eRpl8gHjVdBBG4RwBi48VtaI3xI='
Slash ATV,https://thegoodride.com/snowboard-reviews/slash-atv-2013-2019-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Traditional Camber,Setback -20mm,Feels Normal,Poor,Excellent,Great,Great,Good,Good,Excellent,Average,Excellent,"['2013', '2019']",mens,b'zEDUhG6KKV4Wfibh0k237vpPBks='
Slash Aurora,https://thegoodride.com/snowboard-reviews/slash-aurora-review-and-buying-advice,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Mostly Camber,Setback -15mm,Feels Normal,Average,Good,Good,Excellent,Average,Good,Good,Average,Good,[],mens,b'KH+Xcct/WBrPzsUV+R4mbX9pLnQ='
Slash Brain Storm,https://thegoodride.com/snowboard-reviews/slash-brain-storm-2015-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Average,Good,"['2015', '2019']",mens,b'MfhEHMdr2IXxR6TK9ptRQOHlWxw='
Slash Floater Narwal,https://thegoodride.com/snowboard-reviews/slash-floater-narwal-2016-2019-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",Tunisia,Directional,Flat to Rocker,Centered,Feels Normal,Great,Good,Good,Great,Average,Average,Good,Poor,Average,"['2016', '2019']",mens,b'2CIJNJXtbY+6IQo92tNJ5HxCWH8='
Slash Happy Place,https://thegoodride.com/snowboard-reviews/slash-happy-place-2014-2019-snowboard-review,Liked it!,Freestyle,Beginner - Expert,8-10,Tunisia by Nidecker,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Average,Average,Great,Great,Good,Great,Good,"['2014', '2019']",mens,b'iXQVgtzgYwua4DOoWcVodZmquqY='
Slash Straight Narwal,https://thegoodride.com/snowboard-reviews/slash-straight-narwal-2013-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Great,Great,Average,Average,Poor,Good,"['2013', '2019']",mens,b'xoiMEobe0TaOOcnR304PDE5perI='
Smokin Awesymmetrical,https://thegoodride.com/snowboard-reviews/smokin-awesymmetrical-2014-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Excellent,Great,Great,Great,"['2014', '2017']",mens,b'd1teF1fvFBKjtLbWiaA6XCx4N58='
Smokin Buck Ferton,https://thegoodride.com/snowboard-reviews/smokin-buck-ferton-2013-2017-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,,Good,Good,Good,Great,Great,Great,Great,"['2013', '2017']",mens,b'6rMIP4y00gQkmqNbmrXni95vplU='
Smokin KT-22,https://thegoodride.com/snowboard-reviews/smokin-kt-22-2013-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Lake Tahoe USA,Directional,Directional Camber,Setback over 20mm,Feels Heavy,Good,Great,Great,Great,Good,Good,Good,Average,Good,"['2013', '2017']",mens,b'EERGqmCDRQKGf7CALpEA+gHtmUE='
Smokin Superpark Clash Rocker,https://thegoodride.com/snowboard-reviews/smokin-superpark-clash-rocker-review-and-buying-advice,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Great,Great,Good,Great,[],mens,b'njNeLhpWpcg1Gju8TmjOy6JDhCE='
Snofisk Puckerfisk,https://thegoodride.com/snowboard-reviews/snofisk-puckerfisk-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"< 8, 8-10, 10-12",USA,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Good,Good,Good,Poor,Good,Average,Average,['2018'],mens,b'roC/ytK2XY8gtRhIwQnUp+y2YKo='
Snoplanks Asym Fish,https://thegoodride.com/snowboard-reviews/snoplanks-asym-fish-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens,b'f/6LKzq7/FSK3bJt3pUEUhoYCwI='
SnoPlanks Model A,https://thegoodride.com/snowboard-reviews/snoplanks-model-a-2020-snowboard-review,None,Freeride,Intermediate - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,['2020'],mens,b'o7HXMjZgpFbvAlO0FtiLk8OtrRY='
SnoPlanks SnoBlunt,https://thegoodride.com/snowboard-reviews/snoplanks-snoblunt-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,8-10,USA by SnoPlanks,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Good,Good,Good,['2020'],mens,b'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y='
Soul Flashback,https://thegoodride.com/snowboard-reviews/soul-flashback-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Light,Good,Excellent,Excellent,Good,Average,Average,Good,Poor,Good,['2019'],mens,b'FCAIQno4y+tqmy9MDbjG5o/h2Rc='
Soul Frequent Flyer,https://thegoodride.com/snowboard-reviews/soul-frequent-flyer-snowboard-review,None,Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Average,Average,Good,Average,Good,[],mens,b'9siwm5Eum7nkeiN0QzeGB0+KZSk='
Soul Pitch Wing,https://thegoodride.com/snowboard-reviews/soul-pitch-wing-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Great,[],mens,b'IOzBDCymMwJAOSpmv2oUWdsxt94='
Soul Pocket Rocket,https://thegoodride.com/snowboard-reviews/soul-pocket-rocket-2020-snowboard-review,None,Powder,Advanced - Expert,8-10,China,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Poor,Poor,Average,Average,Poor,Average,Poor,Poor,['2020'],mens,b'0ovPKfaszfD7maAZRxfmbgGK+e0='
Soul Samurai,https://thegoodride.com/snowboard-reviews/soul-samurai-2019-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",China,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Average,Good,"['2019', '2020']",mens,b'vfj/SZMcuHCNbMbfe5CZWJg1k7Y='
Soul Scrambler,https://thegoodride.com/snowboard-reviews/soul-scrambler-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,"< 8, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Excellent,Great,Good,Average,Poor,Good,Poor,Good,['2019'],mens,b'4iHzebdKPKizxI6Spd943Ri4uAY='
Soul Snow Wave,https://thegoodride.com/snowboard-reviews/soul-snow-wave-snowboard-review,None,Powder,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Continuous Rocker,Setback over 20mm,Feels Normal,Excellent,Average,Poor,Average,Poor,Poor,Average,Poor,Poor,[],mens,b'r8C3AMRLXs50com1K/xPo38yG0o='
Stone Barrel,https://thegoodride.com/snowboard-reviews/stone-barrel-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Average,Good,Good,Good,['2020'],mens,b'C0R1Tv/LDO7IdLxvlIhxBQm8MwM='
Stone Dirty Fish,https://thegoodride.com/snowboard-reviews/stone-dirty-fish-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens,b'mcJ18zJ2J56Rf1fQyzeZet8Ae2o='
Stone Message,https://thegoodride.com/snowboard-reviews/stone-message-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,Europe,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Great,Excellent,Average,Great,['2020'],mens,b'8OIQOEo7A2jhdf3nIOf1iNtXRoY='
Stone Mini-Gun,https://thegoodride.com/snowboard-reviews/stone-mini-gun-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Europe,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,['2020'],mens,b'Chnpo/SjaQgXN3dG364o5cyFb8c='
Stone Natural,https://thegoodride.com/snowboard-reviews/stone-natural-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Average,Great,Great,Great,Great,Good,Great,Poor,Great,['2020'],mens,b'AUcsgH6pKMN4aV1tk2LmRRZLdro='
Stone Topo,https://thegoodride.com/snowboard-reviews/stone-topo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Average,Poor,Good,['2020'],mens,b'xL11aupvmEPi3nEOlyyjoNyBmCo='
United Shapes Deep Reach,https://thegoodride.com/snowboard-reviews/united-shapes-deep-reach-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Average,Average,Average,[],mens,b'SQtAILCmwKeoQPKxr6yI6M3/Fkg='
United Shapes Orbit,https://thegoodride.com/snowboard-reviews/united-shapes-orbit-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,[],mens,b'xyg+nNM8hGTKJOlem78v9snLCXI='
United Shapes Pioneer,https://thegoodride.com/snowboard-reviews/united-shapes-pioneer-2018-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Good,Great,Average,Good,Average,Good,['2018'],mens,b'e+fNaAgEjvW1VOk8EjwmzmD3IfM='
Venture Storm,https://thegoodride.com/snowboard-reviews/venture-storm-2011-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Excellent,Good,Good,Great,Good,Average,Average,Poor,Poor,"['2011', '2018']",mens,b'd8GYV999rNLEt1C+2JdIT3VHOoY='
Venture Zelix,https://thegoodride.com/snowboard-reviews/venture-zelix-2014-2018-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Light,Good,Good,Average,Good,Good,Good,Good,Average,Good,"['2014', '2018']",mens,b'qTUA61DKKWqVXPCMIaJY74rQRzQ='
